customerNumber	name	status	addressLine1	addressLine2	addressLine3	city	state	zipCode	phoneNumber
APSINC 	AMERICAN PLUMBING SYSTEMS, INC	Active	10824 OLSON DRIVE	SUITE C263		RANCHO CORDOVA	CA	95670	916-631-1315
AMEPOW 	AMERICAN POWER&COMM*******JOBS	Active	1416 MARIANI CT.	SUITE 130		TRACY	CA	95876	(209) 833-1369
AMERSH 	AMERICAN SHEET METAL	Active	HCR 38 BOX 128			LAS VEGAS	NV	89124	702-595-1070
AMESOU 	AMERICAN SOUTHWEST ELECTRIC	Active	4485 RIVIERA RIDGE AVENUE			N LAS VEGAS	NV	89115	(702) 643-2900
AMER40 	AMERICAN SYSTEMS	Active	9500 SATELLITE BLVD	SUITE 190		Orlando	FL	32837	(858) 863-3120
AMESYS 	AMERICAN SYSTEMS CORP.	Active	13990 PARKEAST CIRCLE			CHANTILLY	VA	20151	703-968-6300
AMEVET 	AMERICAN VETERAN SUPPLY CO	Active	6164 CHERRY AVENUE			LONG BEACH	CA	90805	(562) 912-7766
A1044  	AMERICOM TECHNOLOGY	Active	5123 SOUTH COMMERCE DRIVE			MURRAY	UT	84107	(801) 892-0500
AMIMEH 	AMI MECHANICAL INC	Active	12141 PENNSYLVANIA STREET			THORNTON	CO	80241-3115	303-280-1401
AMIMEC 	AMI MECHANICAL, LLC	Active	4375 POLARIS AVE, SUITE A			LAS VEGAS	NV	89103	702-475-8251
AMPELE 	AMP ELECTRIC, INC	Active	10120 W. FLAMINGO RD.	SUITE 4-600		LAS VEGAS	NV	89147	(702) 565-3552
AMPCOM 	AMPAM LDI	Active	1740 DELILAH ST.			CORONA	CA	92879	909-340-9685
AMSELE 	AMS ELECTRIC**PO REQUIRED***	Active	*** EMAIL INVOICES  *****	6905 SIERRA COURT		DUBLIN	CA	94568	(925) 961-1600
AMTECK 	AMTECK LLC	Active	PO BOX 55194	2421 FORTUNE DRIVE		LEXINGTON	KY	40509	(859) 255-9546
AMTCON 	AMTEK CONSTRCTION	Active	12409 E. SLAVSON AVE	SUITE I		WHITTIER	CA	90606	(562) 696-7111
ANDEHO 	ANDERSON & HOWARD ELECT-NP	Active	1791 REYNOLDS AVE	Email Invoices ( PDF) to:	Accountd@aandh.com	IRVINE	CA	92614-5711	(949) 250-4555
ANDHSD 	ANDERSON & HOWARD ELECTRIC-SD	Active	1791 REYNOLDS AVE	E-MAIL ALL INVS:	nasrinm@aandh.com	IRVINE	CA	92614	(949) 250-4555
ANDPLU 	ANDERSON SYSTEMS	Active	5958 CORTA STREET			GOLETA	CA	93117	(805) 683-6133
ANGENV 	ANGUIL ENV SYSTEMS, INC	Active	8855 N 55TH STREET			Milwaukee	WI	53223	414-365-6400
ANNIJO 	ANNING & JOHNSON-NP	Active	13250 TEMPLE AVE			LA PUENTE	CA	91746	(626) 369-7131
ANNGRA 	ANNING JOHNSON COMPANY - GRAND	Active	AVENUE PARCEL M	13250 TEMPLE AVENUE		CITY OF INDUSTRY	CA	91746	(626) 363-8684
ANNILV 	ANNING JOHNSON LV	Active	7465 W. SUNSET ROAD	SUITE 100		LAS VEGAS	NV	89113	(702) 450-9329
ANNJOH 	ANNING JOHNSON-NP-2	Active	22955 KIDDER STREET			HAYWARD	CA	94545-1670	(510) 670-0100
AJDRYW 	ANNING-JOHNSON DRYWALL DIV.-NP	Active	Email Invoices to:	dmcaleer@anningjohnson.com	13350 Temple Avenue	LA PUENTE	CA	91746	(626) 369-7131
ANTWOR 	ANTHONY IRON WORK	Active	4582 FEDERAL BLVD.			SAN DIEGO	CA	92102	619-241-2413
A1027  	ANTHONY WHOLESALE ELECTRIC	Active	1934 E. EDINGER AVE.			SANTA ANA	CA	92705	(714) 258-2003
ANTOELE	ANTOINE ELECTRIC INC	Active	1124 N HOWARD STREET			Glendale	CA	91207	(818) 839-0255
APEMEC 	APEX MECHANICAL SYSTEMS-NP	Active	7440 TRADE ST	SUITE 'A'		SAN DIEGO	CA	92121	(858) 536-8700
APMECH 	APEX MECHANICAL, INC	Active	4175 BUSINESS CENTER DRIVE			FREMONT	CA	94538	(408) 573-8260
APOWAL 	APODACA WALL SYSTEMS, INC	Active	5740 W. BUCKEYE ROAD			PHOENIX	AZ	85043	(602) 269-7744
APOLEL 	APOLLO ELECTRIC*EMAIL INVOICES	Active	E-MAIL INVOICES	invoices@apolloelect.com	330 N. BASSE LANE	BREA	CA	92821	(714) 256-8414
APOINC 	APOLLO INC	Active	PO BOX 7305			KENNEWICK	WA	99336-0617	509-586-1104
APOLCO 	APOLLO MECH CONTRACTORS - CO	Active	1207 W COLUMBIA DRIVE			KENNEWICK	WA	99336	(509) 586-1104
APOSHE 	APOLLO SHEET METAL, INC	Active	1207 W COLUMBIA DRIVE			KENNEWICK	WA	99336-3459	(509) 586-1104
APPVAL 	APPLE VALLEY COMMUNICATIONS	Active	amonaghan-fee@avcsystems.com	Audra	21845 US HIGHWAY 18	APPLE VALLEY	CA	92395	(760) 247-2668
APBUSI 	APPLIED BUS COMM OF AZ**JOBS**	Active	2320 W. MISSION LN	SUITE #3		PHOENIX	AZ	85021	(651) 643-6595
APPTEC 	APPLIED TECHNICAL SYSTEMS	Active	7015 SW MCEWAN ROAD			LAKE OSWEGO	OR	97035	(503) 684-9611
APPCOA 	APPTEK COACHELLA, INC* ***JOBS	Active	10685 ROSELLE STREET	SUITE 200		SAN DIEGO	CA	92121	(858) 875-1854
ARCHME 	ARCHER MECHANICAL, INC.	Active	2745 W CALIFORNIA AVE			SALT LAKE CITY	UT	84104	(801) 250-4080
ARWEST 	ARCHER WESTERN CONTRACTOR, LLC	Active	9915 MIRA MESA BLVD #230			SAN DIEGO	CA	92131	858-715-7200
ARCGSD 	ARCHITECTURAL GLASS & ALUMINUM	Active	6400 BRISA STREET			LIVERMORE	CA	94550	(510) 444-6100
ARCSHE 	ARCTIC SHEET METAL INC	Active	2310 N E COLUMBIA BLVD			PORTLAND	OR	97211	(503) 288-5844
ARESME 	ARES MECHANICAL	Active			3585 W  DIABLO DR  # 5	LAS VEGAS	NV	89118	(702) 979-6262
ARGOEL 	ARGO ELECTRIC	Active	358 EAST BONITA AVE.			SAN DIMAS	CA	91773	(714) 599-0746
ARIMEC 	ARIAS MECHANICAL	Active	34070 SUMMIT VIEW PLACE			TEMECULA	CA	92592	(951) 303-6599
AREMECH	ARIES MECHANICAL INC.	Active	3827 100TH ST. SW SUITE B			LAKEWOOD	WA	98499	253-284-0306
ARWSCA 	ARISE WACO SCAFFOLDING	Active	AND EQUIPTMENT	9210 MIRA ESTE CRT		SAN DIEGO	CA	92126-6336	(858) 566-3100
ARICON 	ARIZONA CONTROL SPECIALTIES	Active	920 WEST 1ST STREET			TEMPE	AZ	85281	(480) 829-9421
ARIZFA 	ARIZONA FALLS,INC.	Active	P.O. BOX 81087			LAS VEGAS	NV	89180-1087	(702) 871-0210
ARIZFI 	ARIZONA FIRE PROTECTION *****	Active	8550 N 91ST AVENUE #60			PEORIA	AZ	85345	(623) 486-3969
ARIFIR 	ARIZONA FIRE PROTECTION,INC-NP	Active	8550 N. 91ST AVE	STE 60		PEORIA	AZ	85345	(623) 486-3969
ARIZPA 	ARIZONA PARTITIONS,INC**JOBS**	Active	21601 N. 3RD AVENUE	SUITE A		PHOENIX	AZ	85027	(623) 581-8105
ARIVER 	ARIZONA VERDE FIRE PROTECTION	Active	3115 N. 29TH DR.			PHOENIX	AZ	85017	(602) 278-1111
ARKSYS 	ARK SYSTEMS ELECTRIC CORP.	Active	27-08 42ND ROAD			Long Island City	NY	11101	(718) 482-3922
ARMHAM 	ARM & HAMMER INTERIORS	Active	785 LA MIRADA AVE			ENCINITAS	CA	92024	(619) 251-8183
ARMOUR 	ARMOUR STEEL	Active	ONE TIME SALE			SAC	CA		
ARNBUI 	ARNTZ BUILDERS	Active	19 PAMARON WAY			NOVATO	CA	94949	(415) 382-1188
AROKCO 	AROK CONSTRUCTION	Active	14214 N.E. 21ST STREET			BELLEVUE	WA	98007-3720	(206) 562-9676
AROKEM 	AROK CONSTRUCTION	Active	EMBASSY VACATION RESORT	14214 NORTH EAST 21ST ST		BELLEVUE	WA	98007-3720	(206) 562-9676
AROKIN 	AROK INC	Active	2819 W. GROVERS AVE			PHOENIX	AZ	85053	(602) 997-1492
AROWCO 	AROW COMPONENTS & FASTENERS	Active	31012 HUNTWOOD AVENUE			HAYWARD	CA	94544	(510) 476-6548
ARROAC 	ARROW ACOUSTICS, INC.	Active	***E-MAIL INVOICES TO MICK***	mick.d@arrowacoustics.net	23773 FOLEY STREET	HAYWARD	CA	94545-1617	(510) 783-4900
ARROWE 	ARROW ELECTRIC	Active	2152 ALTON AVENUE	IRVINE		IRVINE	CA		(714) 851-8601
ARROEL 	ARROW ELECTRONICS	Active	ACCOUNTS PAYABLE	PO BOX 8903		MELVILLE	NY	11747-8903	(516) 391-1300
ARRMEC 	ARROW MECHANICAL	Active	140A JUNIPER DRIVE			AUBURN	CA	95602	(916) 878-1981
ARRTOL 	ARROW TOOLS, FASTENERS &	Active	SAW, INC.	7635 BURNET AVE.		VAN NUYS	CA	91405	(818) 780-1464
W1002  	ARROW TOOLS,FASTENERS & SAW IN	Active	7635 BURNET AVE.			VAN NUYS	CA	91405	818-780-1464
A1055  	ARROW WIRE & CABLE	Active	13911 YORBA AVE.			CHINO	CA	91710-5521	909-282-1940
ARROME 	ARROWHEAD MECHANICAL, INC.	Active	209 N. WATERMAN AVE	DBA: ARROWHEAD SHEET METAL		SAN BERNADINO	CA	92408	(909) 884-0174
ARROSH 	ARROWHEAD SHEETMETAL	Active	P.O. BOX  8063			SAN BERNARDINO	CA	92412	(909) 889-2813
ARROTI 	ARROWHEAD TIMBER STRUCTURES	Active	PO BOX  925			Monett	MO	65708	(760) 949-2597
ARSAIR 	ARS AIR CONDITIONING SERVICE	Active	2921 E. MIRALOMA AVE.  #1			ANAHEIM	CA	92806	(714) 666-1613
ARTCHE 	ARTCHERY INC.	Active	DBA. ARCHERY ELECTRIC	3731 E. COOLIDGE STREET		PHOENIX	AZ	85018	(602) 954-8185
ARTEST 	ARTEK STUCCO SYSTEMS	Active	3227 MEADE AVENUE	SUITE 2-A		LAS VEGAS	NV	89102	(702) 248-6480
A1053  	ARTESIA BUILDING MATERIALS	Active	16632 PIONEER BOULEVARD			ARTESIA	CA	90701-1745	(562) 926-2371
ARTEGL 	ARTESIA GLASS, INC.	Active	17036 INDUSTRY PLACE			LA MIRADA	CA	90638	(714) 690-9671
ARTIAI 	ARTIC AIR HEATING & COOLING-NP	Active	1720 E. DEER VALLEY RD	SUITE 105		PHOENIX	AZ	85024	(623) 582-8004
ARTAIR 	ARTIC AIRE OF CHICO, INC.	Active	2838 HWY 32			CHICO	CA	95973	(530) 895-3330
ARTCOM 	ARTISAN COMMUNICATIONS, INC	Active	355 HIGHWAY 36			Hazlet	NJ	07730	732-787-0206
ARTIIR 	ARTISAN IRON WORKS	Active	9315 WHEATLANDS RD	SUITE A		SANTEE	CA	92701	(619) 448-1875
ARTIGH 	ARTISANS G&H FIXTURES	Active	285 ENTERPRISE PL			TRACY	CA	95376	(209) 836-2716
ARTITI 	ARTISTIC TILE	Active	1876 INDUSTRIAL WAY			REDWOOD CITY	CA	94063	
ARTTIL 	ARTISTIC TILING CO.	Active	2291 JUNCTION AVENUE			SAN JOSE	CA	95131	(410) 843-3591
ARYADE 	ARYA DESIGN	Active	11517 SANTA MONICA BLVD.			LOS ANGELES	CA	90025	(213) 477-2581
ASCTUC 	ASC-AIR SYSTEM COMPONENTS	Active	DIV. OF TOMKINS INDUSTRIES	885 E. COLLINS BLVD. #110		RICHARDSON	TX	75081	(520) 622-7601
ASCCON 	ASCENT CONSTRUCTION, INC.	Active	25 SOUTH MAINS #200			CENTERVILLE	UT	84014	(801) 299-1711
ASCSEC 	ASCI SECURITY	Active	27111 ALISO CREEK ROAD	SUITE 100		ALISO VIEJO	CA	92656	(949) 900-3152
ASDOR  	ASD-A DIVIS. OF SOUTHLAND IND.	Active	9730 SW HILLMAN COURT	SUITE 600		WILSONVILLE	OR	97070	(503) 682-1155
ASHMEC 	ASH MECHANICAL	Active	8035 MADISON AVE	SUITE A3		CITRUS HEIGHTS	CA	95610	(916) 966-8671
ASHCOM 	ASHBY COMMUNICATIONS,INC.**COD	Active	10642 INDUSTRIAL AVE, STE 120			ROSEVILLE	CA	95678	(916) 774-0808
ASHINC 	ASHCO INC.	Active	3540 WILSHIRE BLVD.			LOS ANGELES	CA	90010	(213) 487-6298
ASHCME 	ASHCRAFT MECHANICAL, INC	Active	2716 VASSAR PLACE			Albuquerque	NM	87107	(505) 842-5511
ASHLCH 	ASHLEY CHRISTOPHER AND ASSOC.	Active	8891 WATSON #201			CYPRESS	CA	90623	(714) 236-1224
ASLBUI 	ASL BUILDERS	Active	PO BOX 77998			CORONA	CA	92877	(951) 780-7219
ASPCOM 	ASPEN COMMUNICATION ENTERPRISE	Active	6311 S DEAN MARTIN DR			LAS VEGAS	NV	89118	(702) 407-8996
ASPECO 	ASPEN CONSTRUCTION,INC.	Active	710 E. ROWLANDS RD.			PHOENIX	AZ	85022	(602) 942-7879
ASPEBR 	ASPEOTIS BROS. CONSTR	Active	P.O. BOX  255394			SACRAMENTO	CA	95825-5394	(916) 929-5443
ASPRO  	ASPRO PLUMBING, INC.	Active	127-08 MERRICK BOULEVARD			SPRINGFIELD GARDENS	NY	11434	(718) 977-3653
ASELCO 	ASR ELECTRICAL CONTRACTING	Active	207 NEWTON RD			Plainview	NY	11803	(516) 420-0101
ASSISE 	ASSI SECURITY  INC-NP	Active	1370 REYNOLDS AVE SUITE 201			IRVINE	CA	92614	(949) 955-0244
ASSSEC 	ASSI SECURITY OF ARIZONA	Active	** rosemaried@assiaz.com	21602 NORTH 20TH AVENUE		PHOENIX	AZ	85027	(623) 581-0101
ASMECH 	ASSOCIATE MECHANICAL	Active	CONTRACTORS, INC (AMC)	622 S. VINEWOOD ST		ESCONDIDO	CA	92029	(858) 768-4393
ASSAIR 	ASSOCIATED AIR PRODUCTS, INC.	Active	14900 WEST 107TH ST.	SUITE A		LENEXA	KS	66215	(913) 894-5600
ASSCON 	ASSOCIATED CONSTR. & DESIGN	Active	1465 SPRUCE ST., STE. G	FORMER ACCT#14899		RIVERSIDE	CA	92507	(714) 275-0943
ASCONS 	ASSOCIATED CONSTRUCTORS, INC.	Active	P.O. BOX 250			FAIRFIELD	CA	94533	(707) 422-4844
ASSOCO 	ASSOCIATED CONSTRUCTORS, INC.	Active	1801 WALTERS COURT			FAIRFIELD	CA	94533	707-422-4844
ASSOME 	ASSOCIATED MECHANICAL**COD**	Active	1771 TIMOTHY DRIVE			SAN LEANDRO	CA	94577	(510) 357-5729
ASSOWH 	ASSOCIATED WHOLESALE ELECTRIC	Active	2585 E OLYMPIC	P.O. BOX 23950		LOS ANGELES	CA	90023	(213) 268-8411
ASSUEL 	ASSURED ELECTRICAL CONTR	Active	333 SOUTH MELROSE			PLACENTIA	CA		(714) 528-2797
ASTROM 	ASTRO MECHANICAL CONTRACTORS	Active	603 S. MARSHALL AVE			EL CAJON	CA	92020	(619) 442-9686
0300666	ASTRO PLBG SPLY	Active	819 TRUCK WAY			MONTEBELLO	CA	90640	(323) 869-1200
ASTPLU 	ASTRO PLUMBING SUPPLY CO.	Active	819 TRUCK WAY			MONTEBELLO	CA	90640	(323) 869-1200
ATACVA 	ATACCON LLC - CORP. VIRGINIA	Active	PO BOX 3128			Leesburg	VA	20177	(571) 291-3346
ATACCO 	ATACCON, INC - FOLSOM	Active	4860 COX ROAD, SUITE 200			GLEN ALLEN	VA	23060	(571) 291-3346
ATTACO 	ATACCON, LLC	Active	4860 COX ROAD, SUITE 200			GLEN ALLEN	VA	23060	(916) 365-4948
ATKOBU 	ATCO BUILDING	Active	2771 N. NELLIS BL			LAS VEGAS	NV	89115	(702) 644-4400
ATECCOM	ATEC COMMUNICATIONS	Active	6016 Centralcrest Street	email Invoices :	jdoolittle@alarmasystemsoftx.c	HOUSTON,	TX	77092	(713) 683-5055
ATEDEV 	ATEK DEVELOPMENT, INC	Active	#1 8117 49TH AVE CLOSE			RED DEER ALBERTA	BC	T4P2V5	(403) 342-4885
ATECOM 	ATEL COMMUNICATIONS-NP	Active	8447 MIRAMAR MALL	E-MAIL ALL INVOICES TO:	JFlickinger@Atelcommunications	SAN DIEGO	CA	92121	(858) 646-4600
ATCOMM 	ATKAL COMMUNICATIONS	Active	7246 ETON AVE.			CANOGA PARK	CA	91303	(818) 340-5700
ATKWAL 	ATKINSON WALSH CONSTRUCTION	Active	A JOINT VENTURE	2455 ANSELMO DRIVE SUITE 201		CORONA	CA	92879	(951) 280-6114
ATKIPJ 	ATKINSON, P.J. CONSTRUCTION	Active	23 ACORN COURT			WALNUT CREEK	CA	94595	(510) 937-6016
ATLADE 	ATLANDIA DESIGN	Active	3260 SOUTH INDUSTRIAL ROAD			LAS VEGAS	NV	89109	(702) 792-4800
ATLAFE 	ATLANTIC FENCE	Active	P.O. BOX 3158	9606 ALONDRA BLVD.		BELLFLOWER	CA	90707	(213) 920-9466
ATLAIN 	ATLANTIS INTERIORS************	Active	200 GATE 5 ROAD	SUITE 112		SAUSALITO	CA	94965	(415) 332-6500
A1063  	ATLAS BUILDERS SUPPLY	Active	4207 E WHITESIDE STREET	*** NO BACK ORDERS ***		LOS ANGELES	CA	90063-1620	(323) 263-3871
ATLABU 	ATLAS BUILDERS SUPPLY CO., INC	Active	4207 E WHITESIDE STREET			LOS ANGELES	CA	90063	(323) 263-3871
ATLELE 	ATLAS ELECTRIC INC.	Active	205 N. LITCHFIELD RD.	STE. 261 I		GOODYEAR	AZ	85338	(623) 298-2164
ATLAME 	ATLAS MECHANICAL	Active	8260 CAMINO SANTA FE	SUITE B		SAN DIEGO	CA	92121	(858) 554-0700
ATLATV 	ATLAS MECHANICAL-TVSM	Active	8260 CAMINO SANTA FE	SUITE B		SAN DIEGO	CA	92121	(858) 554-0700
ATLMEC 	ATLAS MECHANICAL,INC./LV	Active	8250 CAMINO SANTA FE #F			SAN DIEGO	CA	92121	(858) 554-0700
PELLIZ 	ATLAS/PELLIZZARI ELECTRIC INC.	Active	450 HOWLAND STREET			REDWOOD CITY	CA	94063	650-364-1204
ATLAST 	ATLAST STEEL ERECTORS INC.	Active	DBA. ABLE STEEL	P.O. BOX 21116		MESA	AZ	85277	(480) 830-2253
ATSINC 	ATS AUTOMATION INC./ATS ALASKA	Active	450 SHATTUCK AVE. S.			RENTON	WA	98055	(425) 251-9680
ATSELE 	ATS ELECTRIC, INC***JOBS***	Active	840 NORTH 52ND AVENUE			PHOENIX	AZ	85043	(602) 943-6120
CACHEC 	ATTN:SUZANNE VINCE,PROJ.CONTR.	Active	(C.C.C.R.)RUMSEY RANCHERIA	P.O.BOX 65/14455 ST.HWY.16	REF.HMH-CACHE CREEK RESORT	BROOKS	CA	95606	530-796-3118
CCCRSI 	ATTN:SUZANNE VINCE,PROJ.CONTR.	Active	P.O.BOX 65/14455 HIGHWAY16	REF.HMH-CACHE CREEK RESORT		BROOKS	CA	95606	530-796-2241
ATVRAC 	ATV RACING, INC.	Active	2030 W. DEER VALLEY ROAD			PHOENIX	AZ	85227	(602) 516-8640
AUBRYL 	AUBRY, LLOYD W. CO.,INC.	Active	1394 ROLLINS ROAD	PO BOX 4128		BURLINGAME	CA	94011	(415) 348-9038
AUBACO 	AUBURN ACOUSTICAL	Active	P.O. BOX 1347			W.SACRAMENTO	CA	95691	(916) 704-0584
AUBCON 	AUBURN CONSTRUCTORS, INC	Active	730 W. STADIUM LANE			SACRAMENTO	CA	95834	(916) 924-0344
AUBMEC 	AUBURN MECHANICAL, INC.	Active	PO BOX 249			AUBURN	WA	98071-0249	(253) 838-9780
AUDASS 	AUDIO ASSOCIATES OF SD****JOBS	Active	1497 JAYKEN WAY			CHULA VISTA	CA	91911	(619) 461-9445
AVISPL 	AUDIO VISUAL INNOVATIONS	Active	aka AVI SPL HOLDINGS, INC.	6301 BENJAMIN ROAD, SUITE 101	**EMAIL INVS** AP@AVISPL.COM	TAMPA	FL	33634	(800) 282-6733
AUGWIN 	AUGUST WINTER & SONS, INC	Active	2323 N ROEMER ROAD			APPLETON	WI	54911	(920) 739-8881
AUGELE 	AUGUSTA ELECTRICAL SYSTEMS	Active	7115 AMIGO STREET STE# 110			LAS VEGAS	NV	89119	(702) 896-6215
AULELE 	AULT ELECTRIC	Active	2348 HOLGATE ST. SOUTH			TACOMA	WA	98402-1404	(253) 383-5109
AURAIN 	AURA, INC.	Active	ATTN: ACCOUNTING	P.O BOX 26732		Tucson	AZ	85732	808-974-2606
AUROMO 	AURORA MODULAR INDUSTRIES	Active	17300 PERRIS BLVD.			MORENO VALLEY	CA	92551	(909) 571-2200
AUSTCO 	AUSTIN COMPANY,THE	Active	3650 MAYFIELD RD.			CLEVELAND	OH	44121	(216) 382-6600
AUSTEL 	AUSTIN ELECTRIC	Active	dba ADVANTAGE ELECTRIC	3000 S HIGHLAND DR #E		LAS VEGAS	NV	89109-1080	(702) 893-9791
AUSGEN 	AUSTIN GENERAL CONTRACTING,INC	Active	6440 SOUTH POLARIS AVENUE			LAS VEGAS	NV	89118	(702) 730-0078
AUSHAR 	AUSTIN HARDWOOD, INC.	Active	4245 W SUNSET ROAD			LAS VEGAS	NV	89118	(702) 260-1333
AUBULD 	AUTOMATED BUILDING SOLUTION	Active	7384 S. ALTON WAY			CENTENNIAL	CO	80112	303-221-4020
AUTBUL 	AUTOMATED BUILDING SOLUTION	Active	7348 S. ALTON SUITE L			CENTENNIAL	CO	80112	303-221-4020
AUTCON 	AUTOMATED CONTROL SOLUTIONS	Active	13617 12TH ST. UNIT E	phone number does not work		CHINO	CA	91710	(909) 517-9208
AUTENV 	AUTOMATED ENVIRONMENTS, INC.	Active	** mford@aearizona.com	1853 S. HORNE #5		MESA	AZ	85204	(480) 545-5050
AULOCO 	AUTOMATED LOGIC CONTRACTING	Active	1025 COBB PLACE BLVD NW	SUITE #250		Kennesaw	GA	30144	770-795-5234
AUSOGR 	AUTOMATED SOLUTIONS GROUP, INC	Active	2150 BERING DR			SAN JOSE	CA	95131-2013	(408) 432-0300
AUTFIR 	AUTOMATIC FIRE SPRINKLERS-NP	Active	7272 MARS DRIVE			HUNTINGTON BCH	CA	92647	(714) 841-2066
AUTINT 	AUTOMATIC INTEGRATED	Active	SECURITY SYSTEM	6058  LINCOLN AVE.  #D		CYPRESS	CA	90630	(714) 220-6750
APSCORP	AUTOMATIC PROTECTION SYSTEMS	Active	2000 W. DETROIT STREET	SUITE "A"		Broken Arrow	OK	74012	(918) 258-9666
AUTOSP 	AUTOMATIC SPRINKLER	Active	6938 SIERRA COURT			DUBLIN	CA	94568	(510) 471-8400
AUTSPR 	AUTOMATIC SPRINKLER OF TEXAS	Active	P.O. BOX 382091			DUNCANVILLE	TX	75138	(972) 298-2772
AUTOG  	AUTOMATION GROUP	Active	4768 Isabelle Street			EUGENE	OR	97402	(541) 359-3755
AUSYNE 	AUTOMATION SYSTEMS NETWORK	Active	995 WEST 2ND ST.			POMONA	CA	91766	(909) 469-0111
AUTEQU 	AUTOSHOP EQUIPMENT,INC.-NP****	Active	3830 WACKER DR			MIRA LOMA	CA	91752	(951) 685-6100
AVDECK 	AV DECKING, INC***JOBS	Active	5115 N. DYSART RD	SUITE 202 #607		LITCHFIELD PARK	AZ	85340	(623) 935-0307
AVALEL 	AVALON ELECTRIC, INC	Active	9788 GILESPIE ST.	#416		LAS VEGAS	NV	89183	(562) 789-8442
AVATEC 	AVANT TECHNOLOGY SOLUTIONS	Active	23612 MONETA AVE			CARSON	CA	90745	(310) 667-6270
AVAGLA 	AVANTI GLASS AND MIRROR, LLC	Active	5380 PROCYON ST.			LAS VEGAS	NV	89118	(702) 740-2260
AVANIN 	AVANTI INDUSTRIES, INC	Active	58 BETHPAGE RD.			HICKSVILLE	NY	11801	(516) 747-7733
AVISYS 	AVI SYSTEMS, INC-SD-NP	Active	8019 BOND STREET			LENEXA	KS	66214	(913) 577-1018
AVIDIN 	AVIDEX INDUSTRIES-FR, LLC - NP	Active	13555 BEL-RED ROAD STE 226			BELLEVUE	WA	98005-2324	(425) 643-0330
AVOINC 	AVOICO, INC.	Active	4305 UNIVERSITY AVE	SUITE# 510		SAN DIEGO	CA	92105	(619) 241-2950
AVONIW 	AVON INTERNATIONAL WEST, INC.	Active	P.O. BOX 12368			HAUPPAUGE	NY	11788	(516) 747-7733
AVSIGR 	AVSI GROUP LLC	Active	4464 W 12th STREET			Houston	TX	77055	(713) 290-8300
AWDSAL 	AWD SALES & SERVICES, INC.	Active	422 NORTH 1100 WEST			Payson	UT	84651	(801) 465-5080
AWNIUN 	AWNINGS UNLIMITED	Active	13404 S PRAIRE AVENUE			HAWTHORNE	CA	90250	(213) 644-9090
AXISIN 	AXIS, INC.   ***1***	Active	4185 W. POST RD.	SUITE G		LAS VEGAS	NV	89118	
AYPEPL 	AYOOB & PEERY PLUMBING CO	Active	65 OAK GROVE			SAN FRANCISCO	CA	94107	(415) 896-1931
AZHCON 	AZH CONSULTING ENGINEERS-NP	Active	10175 SW BARBUR BLVD	STE# 200B		Portland	OR	97219	(503) 892-9700
AZMESA 	AZME SALES INC.	Active	1615 N. 36TH ST.			PHOENIX	AZ	85008-3903	(602) 225-2522
AZPOWC 	AZPENN POWER & CONTROLS LLC	Active	6505 W FRYW ROAD			CHANDLER	AZ	85226	602-684-9382
AZTFIRE	AZTEC FIRE & SECURITY	Active	12120 SEVERN WAY			RIVERSIDE	CA	92503	(877) 691-3302
AZTEC  	AZTEC FIRE AND SAFETEY	Active	8107 COMMERCIAL ST			LA MESA	CA	91942	(619) 464-5625
AZTFIR 	AZTEC FIRE PROTECTION,INC*JOBS	Active	5121 WEST JEFFERSON BLVD			LOS ANGELES	CA	90016	(323) 939-3013
AZTEIN 	AZTEC INTERIORS	Active	1701 ROGER AVE	SUITE F		SAN JOSE	CA	95112	(408) 441-6991
AZTECS 	AZTEC SOLAR	Active	11370 TRADE CENTER DRIVE	SUITE # 3		RANCHO CORDOVA	CA	95742	(916) 853-2700
AZTECO 	AZTECA CONSTRUCTION	Active	3871 SECURITY PARK DR.			RANCHO CORDOVA	CA	95670	(916) 351-0202
AZTELE 	AZTECH ELECTRIC CO	Active	P.O. BOX 18913			IRVINE	CA	92623	(949) 250-0290
AZTPLA 	AZTECH PLASTERING &COMM.STUCCO	Active	11255 W TORINO			LAS VEGAS	NV	89124	(702) 875-4850
0301123	AZUSA PLUMBING SUPPLY	Active	836 N SOLDANO			IRWINDALE	CA	91702	(626) 969-4337
AZUSUN 	AZUSA UNIFIED SCHOOL DISTRICT	Active	546 SO. CITRUS			AZUSA	CA	91702	(626) 967-6211
BAFIRE 	B & A FIRE PROTECTION INC.	Active	7804 GLORIA AVE.			VAN NUYS	CA	91406	(818) 376-4092
BBACOU 	B & B ACOUSTICS INC	Active	10036 MAINE AVENUE	E-MAIL ALL INV'S TO:		LAKESIDE	CA	92040	(619) 390-7004
BBMET  	B & B METALS	Active	1022 E CHESTNUT AVENUE			SANTA ANA	CA	92701	(714) 541-7267
BGAUTO 	B & G AUTOMATED SYSTEMS	Active	20106 STATE ROAD			CERRITOS	CA	90701	(213) 402-8137
BGDRYW 	B & G DRYWALL	Active	6475 BOX SPRINGS BL,RIV,CA	PO BOX 7675		MORENO VALLEY	CA	92552	(909) 653-0083
BGELEC 	B & G ELECTRICAL CONTRACTORS	Active	7100 NEW HORIZONS BLVD	OF N.Y., INC.		Amityville	NY	11701	631-608-7106
BHCONS 	B & H COONSTRUCTION INC.	Active	240 E. HORIZON DR. SUITE A			HENDERSON	NV	89015-8029	(702) 564-8484
